Processing file: retail.txt, Run: 1
Pattern: [162, 15619] count: 22
Pattern: [179, 807] count: 22
Pattern: [193, 2364] count: 22
Pattern: [202, 948] count: 22
Pattern: [209, 790] count: 22
Pattern: [260, 397] count: 22
Pattern: [260, 2400] count: 22
Pattern: [302, 605] count: 22
Pattern: [339, 1873] count: 22
Pattern: [439, 10445] count: 22
Pattern: [439, 12944] count: 22
Pattern: [449, 6099] count: 22
Pattern: [534, 1987] count: 22
Pattern: [535, 1601] count: 22
Pattern: [590, 1362] count: 22
Pattern: [605, 14099] count: 22
Pattern: [624, 1166] count: 22
Pattern: [705, 3280] count: 22
Pattern: [843, 2992] count: 22
Pattern: [852, 2627] count: 22
Pattern: [932, 1370] count: 22
Pattern: [939, 1004] count: 22
Pattern: [1047, 7933] count: 22
Pattern: [1161, 1162] count: 22
Pattern: [1179, 1589] count: 22
Pattern: [1211, 1715] count: 22
Pattern: [1686, 3857] count: 22
Pattern: [1737, 3035] count: 22
Pattern: [2028, 4807] count: 22
Pattern: [2047, 10657] count: 22
Pattern: [2052, 5125] count: 22
Pattern: [2076, 3273] count: 22
Pattern: [2338, 4341] count: 22
Pattern: [2399, 4801] count: 22
Pattern: [2634, 2787] count: 22
Pattern: [2879, 3161] count: 22
Pattern: [3056, 4745] count: 22
Pattern: [3403, 3538] count: 22
Pattern: [3578, 6826] count: 22
Pattern: [9670, 10968] count: 22
Pattern: [10542, 10574] count: 22
Pattern: [14635, 15833] count: 22
Pattern: [33, 261] count: 21
Pattern: [33, 270] count: 21
Pattern: [33, 523] count: 21
Pattern: [33, 682] count: 21
Pattern: [33, 16218] count: 21
Pattern: [40, 210] count: 21
Pattern: [40, 385] count: 21
Pattern: [40, 1815] count: 21
Pattern: [40, 2959] count: 21
Pattern: [40, 12944] count: 21
Pattern: [42, 162] count: 21
Pattern: [42, 847] count: 21
Pattern: [42, 957] count: 21
Pattern: [49, 271] count: 21
Pattern: [54, 15833] count: 21
Pattern: [66, 678] count: 21
Pattern: [80, 238] count: 21
Pattern: [90, 704] count: 21
Pattern: [109, 1068] count: 21
Pattern: [118, 1250] count: 21
Pattern: [156, 2187] count: 21
Pattern: [167, 168] count: 21
Pattern: [177, 1026] count: 21
Pattern: [180, 256] count: 21
Pattern: [202, 256] count: 21
Pattern: [204, 230] count: 21
Pattern: [226, 414] count: 21
Pattern: [237, 2747] count: 21
Pattern: [243, 2761] count: 21
Pattern: [259, 260] count: 21
Pattern: [261, 536] count: 21
Pattern: [273, 2187] count: 21
Pattern: [311, 408] count: 21
Pattern: [311, 439] count: 21
Pattern: [339, 2119] count: 21
Pattern: [352, 406] count: 21
Pattern: [371, 372] count: 21
Pattern: [380, 1316] count: 21
Pattern: [393, 850] count: 21
Pattern: [400, 4732] count: 21
Pattern: [414, 1715] count: 21
Pattern: [439, 2226] count: 21
Pattern: [477, 3982] count: 21
Pattern: [489, 1083] count: 21
Pattern: [500, 5324] count: 21
Pattern: [515, 897] count: 21
Pattern: [523, 4995] count: 21
Pattern: [534, 1328] count: 21
Pattern: [548, 550] count: 21
Pattern: [598, 10075] count: 21
Pattern: [654, 754] count: 21
Pattern: [678, 3965] count: 21
Pattern: [758, 2365] count: 21
Pattern: [773, 3293] count: 21
Pattern: [920, 922] count: 21
Pattern: [939, 3484] count: 21
Pattern: [967, 988] count: 21
Pattern: [1002, 4171] count: 21
Pattern: [1104, 1429] count: 21
Pattern: [1154, 1155] count: 21
Pattern: [1204, 3915] count: 21
Pattern: [1328, 2226] count: 21
Pattern: [1482, 3087] count: 21
Pattern: [1610, 14954] count: 21
Pattern: [1853, 5547] count: 21
Pattern: [1915, 2652] count: 21
Pattern: [2185, 16218] count: 21
Pattern: [2478, 6354] count: 21
Pattern: [2570, 4982] count: 21
Pattern: [2777, 4874] count: 21
Pattern: [2854, 2855] count: 21
Pattern: [2958, 5532] count: 21
Pattern: [3322, 6225] count: 21
Pattern: [3541, 4775] count: 21
Pattern: [4295, 4557] count: 21
Pattern: [4503, 10697] count: 21
Pattern: [4912, 4974] count: 21
Pattern: [5783, 6267] count: 21
Pattern: [7647, 16218] count: 21
Pattern: [10502, 10563] count: 21
Pattern: [10624, 10692] count: 21
Pattern: [12930, 13175] count: 21
Pattern: [13042, 15619] count: 21
Pattern: [13314, 13785] count: 21
Pattern: [10, 14099] count: 20
Pattern: [12, 1044] count: 20
Pattern: [16, 3684] count: 20
Pattern: [20, 186] count: 20
Pattern: [24, 42] count: 20
Pattern: [32, 1579] count: 20
Pattern: [32, 12926] count: 20
Pattern: [33, 549] count: 20
Pattern: [33, 1987] count: 20
Pattern: [40, 252] count: 20
Pattern: [40, 375] count: 20
Pattern: [40, 408] count: 20
Pattern: [40, 640] count: 20
Pattern: [40, 1197] count: 20
Pattern: [40, 1514] count: 20
Pattern: [40, 8979] count: 20
Pattern: [42, 571] count: 20
Pattern: [49, 187] count: 20
Pattern: [49, 247] count: 20
Pattern: [49, 1784] count: 20
Pattern: [50, 202] count: 20
Pattern: [50, 1873] count: 20
Pattern: [63, 10805] count: 20
Pattern: [66, 1005] count: 20
Pattern: [66, 1544] count: 20
Pattern: [84, 339] count: 20
Pattern: [90, 741] count: 20
Pattern: [95, 3663] count: 20
Pattern: [104, 512] count: 20
Pattern: [104, 6129] count: 20
Pattern: [148, 311] count: 20
Pattern: [148, 2239] count: 20
Pattern: [171, 439] count: 20
Pattern: [180, 957] count: 20
Pattern: [186, 480] count: 20
Pattern: [187, 810] count: 20
Pattern: [193, 2365] count: 20
Pattern: [214, 1362] count: 20
Pattern: [228, 769] count: 20
Pattern: [243, 1328] count: 20
Pattern: [250, 605] count: 20
Pattern: [271, 390] count: 20
Pattern: [274, 2534] count: 20
Pattern: [290, 2801] count: 20
Pattern: [315, 985] count: 20
Pattern: [414, 476] count: 20
Pattern: [419, 582] count: 20
Pattern: [486, 564] count: 20
Pattern: [551, 977] count: 20
Pattern: [581, 7263] count: 20
Pattern: [665, 12944] count: 20
Pattern: [704, 12934] count: 20
Pattern: [704, 12936] count: 20
Pattern: [705, 1114] count: 20
Pattern: [786, 1069] count: 20
Pattern: [798, 1155] count: 20
Pattern: [799, 852] count: 20
Pattern: [809, 10612] count: 20
Pattern: [813, 1868] count: 20
Pattern: [831, 1013] count: 20
Pattern: [838, 1005] count: 20
Pattern: [979, 1548] count: 20
Pattern: [1017, 1326] count: 20
Pattern: [1055, 2047] count: 20
Pattern: [1059, 3457] count: 20
Pattern: [1234, 2426] count: 20
Pattern: [1355, 2992] count: 20
Pattern: [1394, 1906] count: 20
Pattern: [1394, 4976] count: 20
Pattern: [1394, 14099] count: 20
Pattern: [1570, 4177] count: 20
Pattern: [1571, 3411] count: 20
Pattern: [1662, 3763] count: 20
Pattern: [1774, 8868] count: 20
Pattern: [1995, 2624] count: 20
Pattern: [2169, 2384] count: 20
Pattern: [2185, 15833] count: 20
Pattern: [2264, 2516] count: 20
Pattern: [2364, 7870] count: 20
Pattern: [2789, 2815] count: 20
Pattern: [3036, 4210] count: 20
Pattern: [3056, 5340] count: 20
Pattern: [3131, 3897] count: 20
Pattern: [3134, 3136] count: 20
Pattern: [3135, 3261] count: 20
Pattern: [3195, 3757] count: 20
Pattern: [3269, 3270] count: 20
Pattern: [3322, 4656] count: 20
Pattern: [4317, 5125] count: 20
Pattern: [4341, 5604] count: 20
Pattern: [4345, 13042] count: 20
Pattern: [4584, 5072] count: 20
Pattern: [4734, 4735] count: 20
Pattern: [6616, 9264] count: 20
Pattern: [6631, 10543] count: 20
Pattern: [7745, 8868] count: 20
Pattern: [10447, 12947] count: 20
Pattern: [12926, 13190] count: 20
Pattern: [13616, 13787] count: 20
Pattern: [11, 33] count: 19
Pattern: [37, 265] count: 19
Pattern: [40, 712] count: 19
Pattern: [40, 2052] count: 19
Pattern: [40, 2389] count: 19
Pattern: [42, 180] count: 19
Pattern: [42, 1987] count: 19
Pattern: [42, 3271] count: 19
Pattern: [49, 202] count: 19
Pattern: [49, 390] count: 19
Pattern: [49, 1053] count: 19
Pattern: [49, 1660] count: 19
Pattern: [61, 1418] count: 19
Pattern: [62, 10075] count: 19
Pattern: [63, 534] count: 19
Pattern: [79, 1147] count: 19
Pattern: [80, 148] count: 19
Pattern: [80, 1328] count: 19
Pattern: [102, 280] count: 19
Pattern: [102, 341] count: 19
Pattern: [102, 450] count: 19
Pattern: [111, 287] count: 19
Pattern: [124, 292] count: 19
Pattern: [148, 480] count: 19
Pattern: [166, 168] count: 19
Pattern: [186, 238] count: 19
Pattern: [202, 439] count: 19
Pattern: [204, 399] count: 19
Pattern: [230, 408] count: 19
Pattern: [238, 256] count: 19
Pattern: [256, 590] count: 19
Pattern: [339, 476] count: 19
Pattern: [389, 1440] count: 19
Pattern: [390, 512] count: 19
Pattern: [426, 523] count: 19
Pattern: [427, 593] count: 19
Pattern: [476, 957] count: 19
Pattern: [482, 741] count: 19
Pattern: [496, 1546] count: 19
Pattern: [523, 2192] count: 19
Pattern: [534, 593] count: 19
Pattern: [537, 2131] count: 19
Pattern: [545, 1715] count: 19
Pattern: [550, 939] count: 19
Pattern: [551, 1250] count: 19
Pattern: [571, 1843] count: 19
Pattern: [588, 3432] count: 19
Pattern: [650, 3271] count: 19
Pattern: [665, 856] count: 19
Pattern: [676, 1161] count: 19
Pattern: [683, 684] count: 19
Pattern: [744, 1915] count: 19
Pattern: [745, 5454] count: 19
Pattern: [800, 974] count: 19
Pattern: [802, 2477] count: 19
Pattern: [817, 1897] count: 19
Pattern: [825, 1815] count: 19
Pattern: [825, 2330] count: 19
Pattern: [942, 3505] count: 19
Pattern: [980, 4976] count: 19
Pattern: [1021, 3271] count: 19
Pattern: [1063, 1334] count: 19
Pattern: [1068, 2012] count: 19
Pattern: [1114, 2344] count: 19
Pattern: [1159, 12947] count: 19
Pattern: [1261, 2727] count: 19
Pattern: [1373, 3463] count: 19
Pattern: [1429, 1528] count: 19
Pattern: [1603, 4267] count: 19
Pattern: [1839, 4614] count: 19
Pattern: [1961, 5249] count: 19
Pattern: [1992, 4050] count: 19
Pattern: [1995, 2875] count: 19
Pattern: [2118, 2119] count: 19
Pattern: [2285, 4106] count: 19
Pattern: [2506, 4558] count: 19
Pattern: [2515, 5406] count: 19
Pattern: [2553, 2698] count: 19
Pattern: [2748, 5503] count: 19
Pattern: [2917, 10454] count: 19
Pattern: [3784, 6603] count: 19
Pattern: [4361, 4745] count: 19
Pattern: [7206, 7924] count: 19
Pattern: [9204, 12752] count: 19
Pattern: [9618, 9665] count: 19
Pattern: [10516, 14099] count: 19
Pattern: [12930, 12960] count: 19
Pattern: [14934, 15346] count: 19
Pattern: [15128, 15259] count: 19
Pattern: [10, 66] count: 18
Pattern: [12, 31] count: 18
Pattern: [12, 187] count: 18
Pattern: [20, 767] count: 18
Pattern: [31, 238] count: 18
Pattern: [33, 46] count: 18
Pattern: [33, 302] count: 18
Pattern: [33, 10452] count: 18
Pattern: [40, 187] count: 18
Pattern: [40, 450] count: 18
Pattern: [40, 857] count: 18
Pattern: [40, 914] count: 18
Pattern: [40, 979] count: 18
Pattern: [42, 665] count: 18
Pattern: [42, 813] count: 18
Pattern: [46, 1328] count: 18
Pattern: [49, 682] count: 18
Pattern: [49, 735] count: 18
Pattern: [49, 856] count: 18
Pattern: [49, 1601] count: 18
Pattern: [61, 784] count: 18
Pattern: [66, 77] count: 18
Pattern: [77, 480] count: 18
Pattern: [80, 1005] count: 18
Pattern: [81, 413] count: 18
Pattern: [90, 439] count: 18
Pattern: [90, 1136] count: 18
Pattern: [108, 137] count: 18
Pattern: [118, 414] count: 18
Pattern: [124, 162] count: 18
Pattern: [124, 571] count: 18
Pattern: [124, 917] count: 18
Pattern: [137, 550] count: 18
Pattern: [151, 491] count: 18
Pattern: [176, 2407] count: 18
Pattern: [179, 1356] count: 18
Pattern: [189, 1317] count: 18
Pattern: [200, 5783] count: 18
Pattern: [206, 2438] count: 18
Pattern: [229, 2934] count: 18
Pattern: [238, 1579] count: 18
Pattern: [243, 765] count: 18
Pattern: [250, 311] count: 18
Pattern: [256, 605] count: 18
Pattern: [262, 530] count: 18
Pattern: [262, 1873] count: 18
Pattern: [265, 302] count: 18
Pattern: [268, 2171] count: 18
Pattern: [271, 773] count: 18
Pattern: [302, 1418] count: 18
Pattern: [311, 335] count: 18
Pattern: [311, 1136] count: 18
Pattern: [332, 333] count: 18
Pattern: [341, 590] count: 18
Pattern: [380, 1997] count: 18
Pattern: [405, 10799] count: 18
Pattern: [425, 1809] count: 18
Pattern: [426, 830] count: 18
Pattern: [433, 434] count: 18
Pattern: [450, 2574] count: 18
Pattern: [480, 790] count: 18
Pattern: [513, 3994] count: 18
Pattern: [534, 2670] count: 18
Pattern: [561, 2536] count: 18
Pattern: [562, 1157] count: 18
Pattern: [650, 1715] count: 18
Pattern: [650, 16218] count: 18
Pattern: [696, 3624] count: 18
Pattern: [716, 2070] count: 18
Pattern: [730, 731] count: 18
Pattern: [742, 5454] count: 18
Pattern: [761, 5151] count: 18
Pattern: [762, 4802] count: 18
Pattern: [784, 977] count: 18
Pattern: [814, 5511] count: 18
Pattern: [847, 1345] count: 18
Pattern: [857, 2092] count: 18
Pattern: [866, 2517] count: 18
Pattern: [1017, 1018] count: 18
Pattern: [1025, 3259] count: 18
Pattern: [1063, 1362] count: 18
Pattern: [1104, 4387] count: 18
Pattern: [1363, 1963] count: 18
Pattern: [1431, 4120] count: 18
Pattern: [1476, 1477] count: 18
Pattern: [1490, 1742] count: 18
Pattern: [1514, 2674] count: 18
Pattern: [1748, 6149] count: 18
Pattern: [1784, 2496] count: 18
Pattern: [1879, 2044] count: 18
Pattern: [1974, 3636] count: 18
Pattern: [2239, 11255] count: 18
Pattern: [2338, 5604] count: 18
Pattern: [2597, 3152] count: 18
Pattern: [2788, 5042] count: 18
Pattern: [2852, 5211] count: 18
Pattern: [2989, 10516] count: 18
Pattern: [2991, 3694] count: 18
Pattern: [3075, 3663] count: 18
Pattern: [3295, 3316] count: 18
Pattern: [3350, 4094] count: 18
Pattern: [4227, 10516] count: 18
Pattern: [4436, 4892] count: 18
Pattern: [4458, 4465] count: 18
Pattern: [5153, 8979] count: 18
Pattern: [6752, 6980] count: 18
Pattern: [11748, 11837] count: 18
Pattern: [15029, 15085] count: 18
Pattern: [15619, 16011] count: 18
Pattern: [3, 49] count: 17
Pattern: [3, 10447] count: 17
Pattern: [10, 118] count: 17
Pattern: [10, 1199] count: 17
Pattern: [10, 2136] count: 17
Pattern: [11, 13] count: 17
Pattern: [12, 40] count: 17
Pattern: [19, 1343] count: 17
Pattern: [20, 419] count: 17
Pattern: [20, 476] count: 17
Pattern: [24, 118] count: 17
Pattern: [32, 1328] count: 17
Pattern: [33, 341] count: 17
Pattern: [33, 696] count: 17
Pattern: [37, 38] count: 17
Pattern: [37, 741] count: 17
Pattern: [40, 257] count: 17
Pattern: [40, 262] count: 17
Pattern: [40, 2880] count: 17
Pattern: [42, 247] count: 17
Pattern: [42, 427] count: 17
Pattern: [42, 498] count: 17
Pattern: [42, 2200] count: 17
Pattern: [49, 243] count: 17
Pattern: [49, 261] count: 17
Pattern: [49, 366] count: 17
Pattern: [49, 375] count: 17
Pattern: [49, 465] count: 17
Pattern: [49, 536] count: 17
Pattern: [49, 1815] count: 17
Pattern: [49, 2239] count: 17
Pattern: [61, 1694] count: 17
Pattern: [63, 1328] count: 17
Pattern: [66, 80] count: 17
Pattern: [66, 408] count: 17
Pattern: [79, 2119] count: 17
Pattern: [90, 148] count: 17
Pattern: [90, 1147] count: 17
Pattern: [90, 3271] count: 17
Pattern: [95, 1369] count: 17
Pattern: [102, 12926] count: 17
Pattern: [129, 559] count: 17
Pattern: [148, 593] count: 17
Pattern: [148, 1579] count: 17
Pattern: [151, 650] count: 17
Pattern: [156, 2600] count: 17
Pattern: [157, 545] count: 17
Pattern: [160, 764] count: 17
Pattern: [162, 339] count: 17
Pattern: [169, 1528] count: 17
Pattern: [179, 226] count: 17
Pattern: [186, 957] count: 17
Pattern: [186, 2438] count: 17
Pattern: [191, 6011] count: 17
Pattern: [202, 279] count: 17
Pattern: [202, 536] count: 17
Pattern: [207, 250] count: 17
Pattern: [214, 273] count: 17
Pattern: [226, 256] count: 17
Pattern: [230, 623] count: 17
Pattern: [230, 1136] count: 17
Pattern: [256, 272] count: 17
Pattern: [260, 678] count: 17
Pattern: [260, 813] count: 17
Pattern: [261, 2524] count: 17
Pattern: [265, 1210] count: 17
Pattern: [265, 1784] count: 17
Pattern: [285, 1900] count: 17
Pattern: [310, 1381] count: 17
Pattern: [311, 15833] count: 17
Pattern: [346, 1394] count: 17
Pattern: [358, 2035] count: 17
Pattern: [370, 4844] count: 17
Pattern: [380, 1843] count: 17
Pattern: [414, 12926] count: 17
Pattern: [453, 931] count: 17
Pattern: [468, 2520] count: 17
Pattern: [480, 14099] count: 17
Pattern: [489, 549] count: 17
Pattern: [492, 1878] count: 17
Pattern: [494, 525] count: 17
Pattern: [523, 1436] count: 17
Pattern: [523, 3271] count: 17
Pattern: [534, 654] count: 17
Pattern: [568, 2098] count: 17
Pattern: [571, 1258] count: 17
Pattern: [571, 1873] count: 17
Pattern: [572, 1544] count: 17
Pattern: [621, 3528] count: 17
Pattern: [641, 1287] count: 17
Pattern: [644, 1992] count: 17
Pattern: [650, 13444] count: 17
Pattern: [682, 2469] count: 17
Pattern: [683, 699] count: 17
Pattern: [695, 1742] count: 17
Pattern: [704, 1967] count: 17
Pattern: [705, 3362] count: 17
Pattern: [728, 4145] count: 17
Pattern: [763, 1683] count: 17
Pattern: [767, 1705] count: 17
Pattern: [794, 1210] count: 17
Pattern: [813, 4337] count: 17
Pattern: [813, 2119] count: 17
Pattern: [818, 1026] count: 17
Pattern: [849, 1316] count: 17
Pattern: [866, 2148] count: 17
Pattern: [879, 1868] count: 17
Pattern: [985, 3763] count: 17
Pattern: [990, 1011] count: 17
Pattern: [1024, 2200] count: 17
Pattern: [1025, 10075] count: 17
Pattern: [1027, 2992] count: 17
Pattern: [1068, 12678] count: 17
Pattern: [1086, 10514] count: 17
Pattern: [1136, 3271] count: 17
Pattern: [1319, 3582] count: 17
Pattern: [1325, 1910] count: 17
Pattern: [1364, 1723] count: 17
Pattern: [1385, 7989] count: 17
Pattern: [1699, 1974] count: 17
Pattern: [1782, 2635] count: 17
Pattern: [1826, 1827] count: 17
Pattern: [1952, 11319] count: 17
Pattern: [2053, 2209] count: 17
Pattern: [2092, 3280] count: 17
Pattern: [2148, 2540] count: 17
Pattern: [2325, 10231] count: 17
Pattern: [2394, 2831] count: 17
Pattern: [2560, 2624] count: 17
Pattern: [2784, 10544] count: 17
Pattern: [2855, 2874] count: 17
Pattern: [2886, 6494] count: 17
Pattern: [2959, 16011] count: 17
Pattern: [3085, 7976] count: 17
Pattern: [3173, 4897] count: 17
Pattern: [3489, 4326] count: 17
Pattern: [3540, 9528] count: 17
Pattern: [3908, 4569] count: 17
Pattern: [3927, 5074] count: 17
Pattern: [3974, 13154] count: 17
Pattern: [4643, 4644] count: 17
Pattern: [4824, 4826] count: 17
Pattern: [7719, 10740] count: 17
Pattern: [9607, 10471] count: 17
Pattern: [10018, 10355] count: 17
Pattern: [10819, 12983] count: 17
Pattern: [11616, 11631] count: 17
Pattern: [13557, 13604] count: 17
Pattern: [15619, 16218] count: 17
Pattern: [3, 5233] count: 16
Pattern: [12, 784] count: 16
Pattern: [19, 61] count: 16
Pattern: [20, 261] count: 16
Pattern: [20, 426] count: 16
Pattern: [32, 1544] count: 16
Pattern: [33, 489] count: 16
Pattern: [33, 1044] count: 16
Pattern: [33, 1436] count: 16
Pattern: [33, 1601] count: 16
Pattern: [33, 2200] count: 16
Pattern: [38, 111] count: 16
Pattern: [40, 56] count: 16
Pattern: [40, 498] count: 16
Pattern: [40, 545] count: 16
Pattern: [40, 784] count: 16
Pattern: [40, 886] count: 16
Pattern: [40, 3435] count: 16
Pattern: [40, 12934] count: 16
Pattern: [40, 14387] count: 16
Pattern: [42, 773] count: 16
Pattern: [46, 741] count: 16
Pattern: [49, 252] count: 16
Pattern: [49, 8692] count: 16
Pattern: [49, 1957] count: 16
Pattern: [49, 10944] count: 16
Pattern: [49, 13335] count: 16
Pattern: [50, 270] count: 16
Pattern: [50, 825] count: 16
Pattern: [56, 111] count: 16
Pattern: [56, 287] count: 16
Pattern: [66, 1418] count: 16
Pattern: [80, 311] count: 16
Pattern: [90, 230] count: 16
Pattern: [90, 406] count: 16
Pattern: [94, 4545] count: 16
Pattern: [95, 10516] count: 16
Pattern: [108, 5052] count: 16
Pattern: [124, 265] count: 16
Pattern: [124, 1328] count: 16
Pattern: [179, 271] count: 16
Pattern: [210, 311] count: 16
Pattern: [223, 2047] count: 16
Pattern: [226, 352] count: 16
Pattern: [237, 4201] count: 16
Pattern: [238, 536] count: 16
Pattern: [238, 784] count: 16
Pattern: [243, 682] count: 16
Pattern: [243, 1252] count: 16
Pattern: [243, 2880] count: 16
Pattern: [250, 408] count: 16
Pattern: [250, 1436] count: 16
Pattern: [259, 752] count: 16
Pattern: [259, 962] count: 16
Pattern: [259, 1345] count: 16
Pattern: [259, 12930] count: 16
Pattern: [270, 339] count: 16
Pattern: [283, 1972] count: 16
Pattern: [311, 572] count: 16
Pattern: [315, 4062] count: 16
Pattern: [341, 790] count: 16
Pattern: [343, 443] count: 16
Pattern: [372, 741] count: 16
Pattern: [380, 571] count: 16
Pattern: [390, 2239] count: 16
Pattern: [397, 1104] count: 16
Pattern: [400, 4210] count: 16
Pattern: [415, 1370] count: 16
Pattern: [421, 875] count: 16
Pattern: [448, 1923] count: 16
Pattern: [468, 3773] count: 16
Pattern: [480, 825] count: 16
Pattern: [550, 1972] count: 16
Pattern: [571, 1997] count: 16
Pattern: [572, 2636] count: 16
Pattern: [590, 2165] count: 16
Pattern: [590, 2187] count: 16
Pattern: [593, 678] count: 16
Pattern: [605, 784] count: 16
Pattern: [607, 1643] count: 16
Pattern: [611, 3725] count: 16
Pattern: [619, 8920] count: 16
Pattern: [650, 13042] count: 16
Pattern: [685, 697] count: 16
Pattern: [741, 12947] count: 16
Pattern: [741, 1328] count: 16
Pattern: [767, 1278] count: 16
Pattern: [809, 12474] count: 16
Pattern: [821, 822] count: 16
Pattern: [825, 14099] count: 16
Pattern: [830, 1931] count: 16
Pattern: [843, 1356] count: 16
Pattern: [928, 2529] count: 16
Pattern: [962, 12678] count: 16
Pattern: [967, 1436] count: 16
Pattern: [992, 3609] count: 16
Pattern: [1064, 2772] count: 16
Pattern: [1127, 4984] count: 16
Pattern: [1162, 4049] count: 16
Pattern: [1197, 1490] count: 16
Pattern: [1333, 3314] count: 16
Pattern: [1340, 2530] count: 16
Pattern: [1344, 1790] count: 16
Pattern: [1405, 2895] count: 16
Pattern: [1418, 2674] count: 16
Pattern: [1445, 4699] count: 16
Pattern: [1595, 2053] count: 16
Pattern: [1819, 3312] count: 16
Pattern: [1830, 2631] count: 16
Pattern: [1835, 2927] count: 16
Pattern: [1871, 4001] count: 16
Pattern: [1967, 2327] count: 16
Pattern: [2034, 4165] count: 16
Pattern: [2050, 2570] count: 16
Pattern: [2052, 4317] count: 16
Pattern: [2054, 4311] count: 16
Pattern: [2136, 2354] count: 16
Pattern: [2241, 4071] count: 16
Pattern: [2251, 3645] count: 16
Pattern: [2284, 3800] count: 16
Pattern: [2285, 4558] count: 16
Pattern: [2710, 3753] count: 16
Pattern: [2809, 3743] count: 16
Pattern: [2890, 8129] count: 16
Pattern: [3201, 3202] count: 16
Pattern: [3342, 5536] count: 16
Pattern: [3760, 16218] count: 16
Pattern: [4028, 4287] count: 16
Pattern: [4384, 7473] count: 16
Pattern: [4525, 10805] count: 16
Pattern: [4596, 5139] count: 16
Pattern: [4857, 4858] count: 16
Pattern: [5807, 5808] count: 16
Pattern: [11805, 11953] count: 16
Pattern: [12843, 13062] count: 16
Pattern: [12947, 13036] count: 16
Pattern: [13052, 13053] count: 16
Pattern: [15799, 15833] count: 16
Pattern: [3, 866] count: 15
Pattern: [10, 24] count: 15
Pattern: [11, 250] count: 15
Pattern: [19, 948] count: 15
Pattern: [20, 3280] count: 15
Pattern: [33, 426] count: 15
Pattern: [33, 704] count: 15
Pattern: [33, 3639] count: 15
Pattern: [37, 49] count: 15
Pattern: [37, 90] count: 15
Pattern: [37, 272] count: 15
Pattern: [40, 676] count: 15
Pattern: [40, 1490] count: 15
Pattern: [40, 12947] count: 15
Pattern: [40, 12960] count: 15
Pattern: [41, 237] count: 15
Pattern: [42, 46] count: 15
Pattern: [42, 465] count: 15
Pattern: [46, 102] count: 15
Pattern: [46, 425] count: 15
Pattern: [46, 5593] count: 15
Pattern: [49, 265] count: 15
Pattern: [49, 813] count: 15
Pattern: [49, 1436] count: 15
Pattern: [49, 2988] count: 15
Pattern: [50, 2959] count: 15
Pattern: [57, 282] count: 15
Pattern: [61, 104] count: 15
Pattern: [61, 4337] count: 15
Pattern: [62, 1108] count: 15
Pattern: [65, 489] count: 15
Pattern: [66, 397] count: 15
Pattern: [66, 1147] count: 15
Pattern: [67, 4421] count: 15
Pattern: [67, 623] count: 15
Pattern: [77, 375] count: 15
Pattern: [77, 490] count: 15
Pattern: [77, 1147] count: 15
Pattern: [78, 1083] count: 15
Pattern: [79, 1694] count: 15
Pattern: [80, 390] count: 15
Pattern: [80, 414] count: 15
Pattern: [96, 1838] count: 15
Pattern: [102, 226] count: 15
Pattern: [104, 179] count: 15
Pattern: [118, 2816] count: 15
Pattern: [119, 1788] count: 15
Pattern: [134, 1656] count: 15
Pattern: [157, 318] count: 15
Pattern: [157, 8979] count: 15
Pattern: [162, 1199] count: 15
Pattern: [162, 9932] count: 15
Pattern: [169, 5021] count: 15
Pattern: [176, 226] count: 15
Pattern: [180, 13444] count: 15
Pattern: [186, 339] count: 15
Pattern: [186, 439] count: 15
Pattern: [186, 1328] count: 15
Pattern: [187, 416] count: 15
Pattern: [187, 544] count: 15
Pattern: [201, 9511] count: 15
Pattern: [202, 752] count: 15
Pattern: [204, 2271] count: 15
Pattern: [207, 427] count: 15
Pattern: [226, 12926] count: 15
Pattern: [238, 571] count: 15
Pattern: [238, 1988] count: 15
Pattern: [238, 3511] count: 15
Pattern: [244, 246] count: 15
Pattern: [249, 4995] count: 15
Pattern: [256, 832] count: 15
Pattern: [262, 280] count: 15
Pattern: [273, 1063] count: 15
Pattern: [320, 4732] count: 15
Pattern: [335, 682] count: 15
Pattern: [343, 4884] count: 15
Pattern: [346, 1678] count: 15
Pattern: [380, 1592] count: 15
Pattern: [414, 2239] count: 15
Pattern: [414, 14099] count: 15
Pattern: [419, 1424] count: 15
Pattern: [425, 1114] count: 15
Pattern: [442, 767] count: 15
Pattern: [443, 2128] count: 15
Pattern: [465, 605] count: 15
Pattern: [476, 825] count: 15
Pattern: [487, 7000] count: 15
Pattern: [489, 5406] count: 15
Pattern: [496, 8032] count: 15
Pattern: [515, 3081] count: 15
Pattern: [523, 2764] count: 15
Pattern: [528, 4799] count: 15
Pattern: [545, 1487] count: 15
Pattern: [545, 2057] count: 15
Pattern: [557, 1557] count: 15
Pattern: [571, 1021] count: 15
Pattern: [593, 3547] count: 15
Pattern: [605, 676] count: 15
Pattern: [616, 10569] count: 15
Pattern: [622, 1842] count: 15
Pattern: [676, 813] count: 15
Pattern: [735, 2959] count: 15
Pattern: [741, 6355] count: 15
Pattern: [758, 7767] count: 15
Pattern: [767, 1715] count: 15
Pattern: [786, 2407] count: 15
Pattern: [790, 831] count: 15
Pattern: [807, 2407] count: 15
Pattern: [818, 3152] count: 15
Pattern: [830, 2202] count: 15
Pattern: [838, 3466] count: 15
Pattern: [847, 1199] count: 15
Pattern: [856, 1328] count: 15
Pattern: [860, 10906] count: 15
Pattern: [879, 1698] count: 15
